"","Day","Mean Pressure (hPa)","Absolute Daily Max Air Temperature (deg. C)","Mean Air Temperature (deg. C)","Absolute Daily Min Air Temperature (deg. C)","Mean Dew Point (deg. C)","Mean Relative Humidity (%)","Mean Amount of Cloud (%)","Total Rainfall (mm)","Total Bright Sunshine (hours)","Prevailing Wind Direction (degrees)","Mean Wind Speed (km/h)","WeekID","GP","Date"
"1967",21,1008.4,25.3,24.2,23.1,22.7,92,93,"12.6",0,"70","41.6",281,6.15714285714286,2015-05-21
"1968",22,1008.8,24.3,23.6,22.9,22.2,92,88,"0.7",0,"60","30.8",281,6.15714285714286,2015-05-22
"1969",23,1006.2,27.4,24.8,23.9,24.3,97,96,"169.4",0,"210","18.8",282,8.32857142857143,2015-05-23
"1970",24,1005.8,29,26.6,24.6,25.5,94,88,"8.2",0.6,"30","6",282,8.32857142857143,2015-05-24
"1971",25,1006.6,32.5,28.4,25.4,25.8,86,78,"29.4",5.9,"210","8.3",282,8.32857142857143,2015-05-25
"1972",26,1008.3,28.7,26.9,24.6,25.9,95,89,"64.6",0,"200","11.3",282,8.32857142857143,2015-05-26
"1973",27,1007,31,29.2,27.8,26.3,84,86,"0.2",3.3,"200","24.4",282,8.32857142857143,2015-05-27
"1974",28,1005.3,31.9,30,28.3,26.2,81,86,"1.4",8.3,"210","27.3",282,8.32857142857143,2015-05-28
"1975",29,1006.5,32.5,30.3,29.1,26.2,79,83,"0.0",4.8,"210","23.5",282,8.32857142857143,2015-05-29
"1976",30,1007.5,32.5,29.6,26.1,26.1,81,79,"7.0",8,"230","24",283,7.28571428571429,2015-05-30
"1977",31,1007.3,31.5,29.3,26.7,26.1,83,86,"1.9",2.6,"220","15.4",283,7.28571428571429,2015-05-31
"1978",1,1007.9,31.2,29.3,28.4,26.2,83,82,"10.6",0.4,"190","22.8",283,7.28571428571429,2015-06-01
"1979",2,1009.3,32.5,29.6,26.5,25.8,81,81,"5.4",4.2,"190","22.9",283,7.28571428571429,2015-06-02
"1980",3,1010.2,33.2,29.9,28,25.1,76,68,"Trace",10.6,"220","19.8",283,7.28571428571429,2015-06-03
"1981",4,1008.9,32.8,29.8,27.9,25.2,76,59,"0.0",11.1,"230","19.9",283,7.28571428571429,2015-06-04
"1982",5,1007.3,31.4,29.2,27.8,25.2,79,77,"0.0",5,"230","24.4",283,7.28571428571429,2015-06-05
"1983",6,1007.7,32.4,29.5,27.2,25.3,78,78,"0.8",5.9,"210","10.8",284,6.54285714285714,2015-06-06
"1984",7,1009,32.1,29.8,28.1,25.4,78,65,"Trace",5.1,"200","20.3",284,6.54285714285714,2015-06-07
"1985",8,1008.1,32.2,29.8,27.8,25.4,77,73,"1.6",7.5,"200","20.9",284,6.54285714285714,2015-06-08
"1986",9,1007.2,31.5,29.9,28.4,25.5,77,72,"Trace",6.2,"220","22.6",284,6.54285714285714,2015-06-09
"1987",10,1007.3,32,29.9,27.3,26.1,80,83,"8.1",3.8,"210","22",284,6.54285714285714,2015-06-10
"1988",11,1008.2,32.7,30.3,27.9,26.1,78,79,"0.8",5.5,"220","22.6",284,6.54285714285714,2015-06-11
"1989",12,1008.5,31.7,28.8,25.6,26,85,79,"96.8",6.7,"210","15.2",284,6.54285714285714,2015-06-12
"1990",13,1007.9,32.3,29.9,28.5,25.5,78,76,"0.4",4.9,"210","18",285,8.38571428571429,2015-06-13
"1991",14,1008.3,33,29.9,27.3,25.6,78,77,"1.5",4.9,"200","18.4",285,8.38571428571429,2015-06-14
"1992",15,1009.4,34,30.2,26.7,25.6,77,48,"5.2",6.6,"200","10.6",285,8.38571428571429,2015-06-15
"1993",16,1008.2,33.4,30.1,28.1,25.3,76,39,"0.0",9.9,"220","11.1",285,8.38571428571429,2015-06-16
"1994",17,1006,33,30.2,28.5,25.4,76,40,"0.0",11.5,"230","22.5",285,8.38571428571429,2015-06-17
"1995",18,1005.3,34.2,30.7,28.5,25.2,73,52,"0.0",11.7,"230","20.9",285,8.38571428571429,2015-06-18
"1996",19,1006.1,34.2,30.8,28.6,25.2,73,40,"Trace",10.5,"230","14.5",285,8.38571428571429,2015-06-19
"1997",20,1006.5,34.1,30.9,29.2,26.1,76,56,"0.0",10,"130","13.6",286,7.57142857142857,2015-06-20
"1998",21,1005.1,31.9,28.5,26.3,26.7,90,80,"51.0",3.4,"110","26",286,7.57142857142857,2015-06-21
"1999",22,1003.2,30,27.9,26.7,26.6,93,87,"18.1",1.5,"130","25.6",286,7.57142857142857,2015-06-22
"2000",23,1003.9,29.1,27.3,26,26.1,93,88,"51.3",0.3,"160","24.6",286,7.57142857142857,2015-06-23
"2001",24,1005.3,30.7,28.3,26.1,26.2,89,86,"9.7",0.4,"170","17.4",286,7.57142857142857,2015-06-24
"2002",25,1005.8,29.7,28.3,26.9,26.3,89,88,"28.5",0.9,"200","24.4",286,7.57142857142857,2015-06-25
"2003",26,1006.1,32.3,29.5,27.1,26,82,68,"10.4",6.8,"220","24.4",286,7.57142857142857,2015-06-26
"2004",27,1008.3,32.5,30.4,29.1,26.1,78,53,"0.0",8.8,"200","21.9",287,7.48571428571429,2015-06-27
"2005",28,1009.5,33.6,30.4,27.4,25.7,76,64,"1.9",10.8,"220","20.2",287,7.48571428571429,2015-06-28
"2006",29,1007.9,33.3,30.5,28.9,25.5,75,54,"Trace",10.3,"220","24.1",287,7.48571428571429,2015-06-29
"2007",30,1006,32.5,30.4,29.1,25.8,76,66,"Trace",7.6,"220","27.2",287,7.48571428571429,2015-06-30
"2008",1,1004.2,32.7,30.5,29.4,26.2,78,78,"0.0",9,"220","28.2",287,7.48571428571429,2015-07-01
"2009",2,1003.2,32.6,30.6,29.5,26.2,78,81,"Trace",7.9,"220","28",287,7.48571428571429,2015-07-02
"2010",3,1002.8,32.4,30.6,29.3,26.4,79,80,"0.0",6.5,"210","19",287,7.48571428571429,2015-07-03
"2011",4,1002.8,33.8,30.5,28.7,25.9,77,78,"0.0",7.2,"170","11.8",288,6.68571428571429,2015-07-04
"2012",5,1003.1,32.7,29.8,28.5,25.6,79,69,"0.0",11,"40","10.7",288,6.68571428571429,2015-07-05
"2013",6,1001.3,30.7,29.2,27.9,24.1,75,80,"Trace",2.8,"20","11",288,6.68571428571429,2015-07-06
"2014",7,1000.4,32.7,29.2,26.7,21.7,64,69,"0.0",7.2,"10","23.5",288,6.68571428571429,2015-07-07
"2015",8,1000.3,31.8,28.8,26.6,21.3,64,82,"0.0",5,"10","19.3",288,6.68571428571429,2015-07-08
"2016",9,997.4,30.2,27.4,25,22.2,74,88,"2.0",0.4,"360","23.3",288,6.68571428571429,2015-07-09
"2017",10,1000.2,32.7,28.3,25.4,25,83,82,"24.3",7.3,"90","20",288,6.68571428571429,2015-07-10
"2018",11,1000.1,32.9,29.9,27.1,24.5,74,42,"0.0",8.5,"220","11.9",289,5.78571428571429,2015-07-11
"2019",12,1001.1,33.9,30.9,28.7,25.7,75,43,"0.0",9.5,"220","14.3",289,5.78571428571429,2015-07-12
"2020",13,1002.3,34.4,30.8,29,25.8,75,59,"0.0",9.3,"210","12.6",289,5.78571428571429,2015-07-13
"2021",14,1002.1,34.1,30.5,28.6,26.2,78,67,"0.0",4.8,"180","9.6",289,5.78571428571429,2015-07-14
"2022",15,1001.1,33.5,30.3,28.4,26.4,79,73,"Trace",6.5,"150","10.2",289,5.78571428571429,2015-07-15
"2023",16,1000.5,32.8,30.2,28,26.2,79,87,"Trace",5.2,"220","10.4",289,5.78571428571429,2015-07-16
"2024",17,1001.5,32.9,28.9,26.4,25.3,81,85,"1.2",6.2,"230","15.8",289,5.78571428571429,2015-07-17
"2025",18,1001.6,32.4,29.7,28.5,26.1,81,81,"0.2",5.3,"60","17.7",290,6.97142857142857,2015-07-18
"2026",19,1001.2,33.5,29.7,28.2,24.8,75,74,"Trace",6.3,"40","31.3",290,6.97142857142857,2015-07-19
"2027",20,1001.4,29,27.4,26.2,25.7,91,92,"46.2",0,"60","32",290,6.97142857142857,2015-07-20
"2028",21,1006.6,27.9,26.7,25.2,24.3,87,93,"51.2",0,"230","46.7",290,6.97142857142857,2015-07-21
"2029",22,1008.4,28.9,27,23.9,25.4,91,93,"191.3",0,"220","26.5",290,6.97142857142857,2015-07-22
"2030",23,1007.9,29,27.9,24.9,25.5,87,90,"45.0",0.3,"200","28.5",290,6.97142857142857,2015-07-23
"2031",24,1006.9,30.1,28.8,27.4,25.5,83,88,"5.7",1.8,"200","37.1",290,6.97142857142857,2015-07-24
"2032",25,1006.6,29.8,28.5,27.3,25.4,83,88,"9.6",0.7,"200","32.1",291,5.04285714285714,2015-07-25
"2033",26,1009,30.4,28.5,25.9,25.4,83,85,"24.9",1.3,"200","31.9",291,5.04285714285714,2015-07-26
"2034",27,1011.4,31.6,29.1,27.7,25.3,80,69,"0.3",5.5,"200","21.1",291,5.04285714285714,2015-07-27
"2035",28,1012.1,32.9,29.2,27.5,24.4,76,53,"Trace",9.3,"200","11.8",291,5.04285714285714,2015-07-28
"2036",29,1011.6,31.6,27.9,25.8,24.7,83,67,"3.7",5.3,"190","15.2",291,5.04285714285714,2015-07-29
"2037",30,1011.1,30.9,28.1,26.3,24.2,80,72,"0.6",3.4,"190","14",291,5.04285714285714,2015-07-30
"2038",31,1011,31.8,28.5,26.1,24.3,78,49,"0.0",11.4,"70","6.8",291,5.04285714285714,2015-07-31
"2039",1,1011.2,32.2,28.9,26.9,24.6,78,69,"0.0",10.7,"20","11.8",292,4.48571428571429,2015-08-01
"2040",2,1011.6,32.3,28.9,26.8,24.5,78,54,"0.0",11.4,"100","9.8",292,4.48571428571429,2015-08-02
"2041",3,1010.6,33.3,29.5,27.3,24.5,75,38,"0.0",10.3,"20","5.5",292,4.48571428571429,2015-08-03
"2042",4,1008.3,33.3,29.4,26.8,24.1,74,29,"0.0",5.7,"10","4.4",292,4.48571428571429,2015-08-04
"2043",5,1006.1,33.3,29.6,27.6,24.4,74,27,"0.0",10.8,"220","8.7",292,4.48571428571429,2015-08-05
"2044",6,1005.3,33.1,30.1,27.8,24.2,72,29,"0.0",10.6,"220","6.1",292,4.48571428571429,2015-08-06
"2045",7,1003.4,33.3,30.7,28.2,24.9,72,40,"0.0",10,"290","10.9",292,4.48571428571429,2015-08-07
"2046",8,998.5,36.3,32.4,30,24,62,55,"0.0",10.8,"290","17.2",293,5.14285714285714,2015-08-08
"2047",9,998.5,34.7,31,26.9,24.8,71,80,"11.6",10,"220","26.4",293,5.14285714285714,2015-08-09
"2048",10,1004.5,30.6,28.1,25.1,25.2,85,88,"23.5",0.6,"230","20.2",293,5.14285714285714,2015-08-10
"2049",11,1007.3,32.8,29.2,26.3,25.4,81,77,"16.8",6.5,"220","13.9",293,5.14285714285714,2015-08-11
"2050",12,1007.9,33.7,30,27.8,25.8,79,78,"Trace",9.1,"220","11.9",293,5.14285714285714,2015-08-12
"2051",13,1007.9,29.6,28,26.4,25.6,87,84,"27.5",0.1,"230","22.9",293,5.14285714285714,2015-08-13
"2052",14,1007.4,28.8,26.9,25.6,25.1,90,88,"18.9",0.2,"210","12.9",293,5.14285714285714,2015-08-14
"2053",15,1008.5,28.6,27,24.9,25,89,88,"24.6",0.3,"220","14.2",294,4.27142857142857,2015-08-15
"2054",16,1008.5,31.2,29.2,26.9,26.5,86,88,"0.1",0.2,"230","18",294,4.27142857142857,2015-08-16
"2055",17,1008.2,32.4,29.9,28.3,26.6,83,81,"Trace",8.4,"230","20.5",294,4.27142857142857,2015-08-17
"2056",18,1008,33.8,30.2,28.4,25.8,78,67,"Trace",10.2,"220","18.1",294,4.27142857142857,2015-08-18
"2057",19,1007.7,32.8,30.1,28.1,25.7,77,59,"0.0",10.4,"230","16.6",294,4.27142857142857,2015-08-19
"2058",20,1006.3,31.2,29.1,26.8,26.1,84,67,"6.1",5,"270","6.9",294,4.27142857142857,2015-08-20
"2059",21,1002.2,33.4,30,26.9,25.5,77,70,"0.0",7.7,"350","13.6",294,4.27142857142857,2015-08-21
"2060",22,1000.1,32,30.2,28.4,24.4,71,48,"Trace",6.1,"10","12",295,4.3,2015-08-22
"2061",23,1000,32.9,30.6,28,24.2,69,30,"3.4",7.6,"220","11.7",295,4.3,2015-08-23
"2062",24,1002.4,33.2,30.7,28.3,24.3,70,48,"0.0",7.8,"10","11",295,4.3,2015-08-24
"2063",25,1005.5,34.4,30.6,27.9,23.2,65,22,"0.0",9.1,"10","10.7",295,4.3,2015-08-25
"2064",26,1008.1,31.7,28.9,27.8,25.3,81,78,"0.2",1.1,"40","16.4",295,4.3,2015-08-26
"2065",27,1008.1,32.4,29,27,25,79,75,"0.0",6.7,"200","12",295,4.3,2015-08-27
"2066",28,1006.5,31.2,28.3,26.9,24.4,79,84,"Trace",4.5,"210","8.9",295,4.3,2015-08-28
"2067",29,1006.2,29.6,27.8,26.5,24.8,84,87,"0.9",3.1,"230","11",296,6.31428571428571,2015-08-29
"2068",30,1006.8,27.9,26.6,25.8,25.2,92,88,"9.7",0,"220","5.9",296,6.31428571428571,2015-08-30
"2069",31,1007.4,29,27.4,25.8,25,87,88,"Trace",0.9,"40","5.7",296,6.31428571428571,2015-08-31
"2070",1,1007.8,28.9,27.4,25.7,25.4,89,87,"5.3",0.4,"50","8.6",296,6.31428571428571,2015-09-01
"2071",2,1010.9,27.7,25.8,24.5,24.8,94,88,"39.0",0,"110","16.5",296,6.31428571428571,2015-09-02
"2072",3,1013,29,27.6,25.8,25.8,90,87,"0.2",0.7,"60","18.2",296,6.31428571428571,2015-09-03
"2073",4,1013.1,32.9,29.1,27,25.7,82,60,"0.0",8.7,"80","9.8",296,6.31428571428571,2015-09-04
"2074",5,1011.1,31.9,29.3,27.2,24.8,78,38,"0.0",11,"220","11.7",297,5.37142857142857,2015-09-05
"2075",6,1008.1,32.3,29.6,27.8,25.6,79,43,"0.0",9.7,"240","24.9",297,5.37142857142857,2015-09-06
"2076",7,1007.2,29.6,28.3,26.7,25.9,87,82,"7.3",0.5,"250","21.3",297,5.37142857142857,2015-09-07
"2077",8,1009.4,30.7,27.9,26.4,23.1,75,60,"0.0",8.3,"60","29",297,5.37142857142857,2015-09-08
"2078",9,1012,31.2,28.2,26.5,23,74,44,"Trace",10.1,"70","26.2",297,5.37142857142857,2015-09-09
"2079",10,1012.7,31.3,28.1,26.5,23.2,75,47,"0.0",7.9,"60","24.5",297,5.37142857142857,2015-09-10
"2080",11,1011.1,31,28.1,26.8,23.7,77,46,"Trace",8.4,"100","21.4",297,5.37142857142857,2015-09-11
"2081",12,1011.5,30.5,27.9,26.2,23.2,76,66,"Trace",6.7,"90","22.6",298,5.81428571428571,2015-09-12
"2082",13,1013,31.2,28,25.8,21.4,68,49,"0.0",9.2,"50","39.9",298,5.81428571428571,2015-09-13
"2083",14,1012.2,31.4,28,25.9,22.1,71,46,"0.0",9.3,"60","41.3",298,5.81428571428571,2015-09-14
"2084",15,1011.3,31.9,28.6,26.5,23.1,73,60,"0.0",9,"70","39.5",298,5.81428571428571,2015-09-15
"2085",16,1011.9,31,28.1,26.9,24.5,81,86,"1.5",2.1,"70","32.2",298,5.81428571428571,2015-09-16
"2086",17,1014.6,30.6,28.2,27.1,24.2,79,72,"Trace",7.1,"70","27.4",298,5.81428571428571,2015-09-17
"2087",18,1015,31.8,28.5,26.8,24,77,47,"Trace",8.6,"70","14.5",298,5.81428571428571,2015-09-18
"2088",19,1012.2,30.6,28.3,26.8,24.3,79,67,"0.0",3.8,"180","8.1",299,7.02857142857143,2015-09-19
"2089",20,1009.3,31.1,28.7,27.1,24.5,78,74,"Trace",7.7,"200","14.5",299,7.02857142857143,2015-09-20
"2090",21,1008.6,28.7,27.4,25.5,23.8,81,88,"16.9",0.4,"190","11.9",299,7.02857142857143,2015-09-21
"2091",22,1009.9,31,28.1,26.3,25.5,86,67,"2.9",8.8,"110","14.8",299,7.02857142857143,2015-09-22
"2092",23,1009.1,32,28.9,27.3,25.3,81,40,"Trace",6.8,"110","10.2",299,7.02857142857143,2015-09-23
"2093",24,1006.7,32,29.3,27.4,24.7,77,23,"0.0",11.1,"230","17.3",299,7.02857142857143,2015-09-24
"2094",25,1004.9,32.2,29.7,28.1,25.3,78,38,"0.0",11,"230","20.5",299,7.02857142857143,2015-09-25
"2095",26,1006.7,32.2,28.7,26.9,26.3,87,71,"10.2",4.7,"90","14",300,5.52857142857143,2015-09-26
"2096",27,1008.2,30.2,27.8,26.5,25,85,81,"4.6",2.5,"90","15.1",300,5.52857142857143,2015-09-27
"2097",28,1006.7,32.8,29,25.8,20.6,61,30,"0.0",11.1,"10","16.4",300,5.52857142857143,2015-09-28
"2098",29,1005.6,31.3,29.7,27.4,20,56,53,"0.0",10.4,"230","15.5",300,5.52857142857143,2015-09-29
"2099",30,1011,32.7,29.8,28.2,24.8,75,78,"Trace",8.5,"140","12.7",300,5.52857142857143,2015-09-30
"2100",1,1013,31.7,28.8,26.4,25.3,81,84,"0.3",2.9,"30","7.9",300,5.52857142857143,2015-10-01
"2101",2,1012.4,31.6,27.9,26.5,23.1,76,82,"7.0",4.2,"10","30.6",300,5.52857142857143,2015-10-02
"2102",3,1011.7,29.7,26.8,24.2,23.7,83,88,"46.4",1.6,"60","52.8",301,6.88571428571429,2015-10-03
"2103",4,1013.2,27.8,26.7,24.9,25.2,92,95,"38.1",0,"120","50.7",301,6.88571428571429,2015-10-04
"2104",5,1015.2,27.8,26.7,25.4,25.4,93,88,"15.6",0.9,"100","37",301,6.88571428571429,2015-10-05
"2105",6,1014.1,26.8,26,25.3,25.4,97,86,"50.7",0.4,"100","30.4",301,6.88571428571429,2015-10-06
"2106",7,1012.7,27.6,26.4,25,25,92,85,"5.8",0.7,"140","12.5",301,6.88571428571429,2015-10-07
"2107",8,1010.5,30,27.8,26.1,23.1,76,54,"0.0",10.6,"300","13",301,6.88571428571429,2015-10-08
"2108",9,1011.3,29.4,26.8,24.8,20.9,70,45,"Trace",7.1,"20","20.4",301,6.88571428571429,2015-10-09
"2109",10,1013.7,26.6,24.3,21.1,19.9,77,85,"1.0",0.6,"20","30.2",302,5.65714285714286,2015-10-10
"2110",11,1018,22.1,20.5,18.5,16.6,78,88,"2.0",0,"20","38.3",302,5.65714285714286,2015-10-11
"2111",12,1019,24.9,23.1,21,16.8,67,88,"Trace",0,"50","28.2",302,5.65714285714286,2015-10-12
"2112",13,1018.7,27.8,25.1,23.3,19.1,70,68,"Trace",10.5,"70","32.4",302,5.65714285714286,2015-10-13
"2113",14,1017.4,28.2,25,23.1,20.1,75,51,"0.0",7.4,"70","23.9",302,5.65714285714286,2015-10-14
"2114",15,1015.2,28.7,25.2,23.1,20.7,76,19,"0.0",9.1,"90","14.1",302,5.65714285714286,2015-10-15
"2115",16,1013.8,29.4,25.8,23.3,20.4,73,20,"0.0",10.5,"30","9.9",302,5.65714285714286,2015-10-16
"2116",17,1013.4,30.8,26.2,23.6,19.5,69,17,"0.0",10.5,"70","12.4",303,5.42857142857143,2015-10-17
"2117",18,1012.5,29.1,25.5,23.5,19.3,70,43,"0.0",9.7,"60","8.9",303,5.42857142857143,2015-10-18
"2118",19,1010.2,28.2,25.3,23.1,16.7,59,79,"0.0",4.4,"20","17.3",303,5.42857142857143,2015-10-19
"2119",20,1008.3,29.1,26.2,23.8,17.3,58,78,"0.0",7.5,"10","17.2",303,5.42857142857143,2015-10-20
"2120",21,1010.2,29.2,26.4,24.3,19.3,65,64,"Trace",6.4,"10","13.2",303,5.42857142857143,2015-10-21
"2121",22,1012,30.6,27,25.3,20.9,70,48,"0.0",7.8,"120","9.2",303,5.42857142857143,2015-10-22
"2122",23,1013,30.7,27,24.8,21.6,73,50,"0.0",8.3,"80","9.9",303,5.42857142857143,2015-10-23
"2123",24,1015,29.6,26.8,24.9,22.1,76,61,"Trace",8.2,"80","19.7",304,6.05714285714286,2015-10-24
"2124",25,1016.8,26.6,25.9,25.4,21.7,77,77,"0.2",3,"80","37.5",304,6.05714285714286,2015-10-25
"2125",26,1016.8,26.2,25.4,24.5,22.3,83,81,"0.7",0.8,"80","28.9",304,6.05714285714286,2015-10-26
"2126",27,1015.6,30.1,26.5,24.3,22.1,77,48,"0.0",9.5,"60","10.3",304,6.05714285714286,2015-10-27
"2127",28,1017,29.2,26.7,25.5,23.3,82,46,"Trace",9.5,"110","15.8",304,6.05714285714286,2015-10-28
"2128",29,1018.2,28.4,26.4,25.5,22.9,81,61,"Trace",7,"90","24.2",304,6.05714285714286,2015-10-29
"2129",30,1017.8,29.6,26.7,25.3,23.1,81,53,"0.0",8.4,"100","16.5",304,6.05714285714286,2015-10-30
"2130",31,1020.4,27.2,25.6,24.4,21.6,79,66,"0.5",5.3,"80","40.8",305,4.87142857142857,2015-10-31
"2131",1,1020.9,24.5,22.9,20.5,17.8,73,61,"0.0",4.3,"20","29.6",305,4.87142857142857,2015-11-01
"2132",2,1019.8,26,22.6,19.7,16,67,72,"Trace",7.5,"20","22.5",305,4.87142857142857,2015-11-02
"2133",3,1019.5,25.8,23.7,22.3,18.8,74,82,"Trace",2.4,"70","32.9",305,4.87142857142857,2015-11-03
"2134",4,1018.1,26.6,24.7,23.1,20.4,77,83,"Trace",3,"80","29.8",305,4.87142857142857,2015-11-04
"2135",5,1016.1,28.2,25.8,24.5,22,80,82,"Trace",6.5,"70","28.3",305,4.87142857142857,2015-11-05
"2136",6,1015.6,26.3,25.5,24.7,22.4,83,81,"Trace",0.5,"80","30.2",305,4.87142857142857,2015-11-06
"2137",7,1016.3,28.4,26.2,25.2,23.4,85,87,"0.3",3.4,"80","24.8",306,5.52857142857143,2015-11-07
"2138",8,1016.4,28.7,26.5,25.5,23.6,84,70,"Trace",5.9,"70","18",306,5.52857142857143,2015-11-08
"2139",9,1015.8,30.3,26.7,24.8,23.3,82,58,"Trace",7.7,"50","12.8",306,5.52857142857143,2015-11-09
"2140",10,1016.9,25.9,24.9,24,21.4,81,88,"0.3",1.1,"80","46.3",306,5.52857142857143,2015-11-10
"2141",11,1017.7,25.4,23.8,22.6,20.6,82,85,"1.1",2.6,"80","43.8",306,5.52857142857143,2015-11-11
"2142",12,1017.3,24.2,23.9,23.6,21.1,84,88,"0.3",0,"80","41.4",306,5.52857142857143,2015-11-12
"2143",13,1015.2,25.3,23.3,21,22.1,92,86,"10.4",0.3,"80","29.7",306,5.52857142857143,2015-11-13
"2144",14,1014.5,26.9,24.3,22.3,21.2,83,74,"Trace",5.5,"30","13.8",307,6.65714285714286,2015-11-14
"2145",15,1015.2,24.8,24.2,23.5,22.3,89,84,"6.5",0.1,"80","35.8",307,6.65714285714286,2015-11-15
"2146",16,1013.7,25.9,24.8,23.6,23.5,93,74,"3.9",2.3,"80","25.5",307,6.65714285714286,2015-11-16
"2147",17,1013.9,27.2,25.5,24.4,23.8,90,51,"0.0",7,"80","17.2",307,6.65714285714286,2015-11-17
"2148",18,1016,29.1,26.1,24.1,23.2,84,20,"0.0",8.2,"80","7.9",307,6.65714285714286,2015-11-18
"2149",19,1017,28.5,25.9,24.5,22.9,84,58,"Trace",5.9,"70","22.1",307,6.65714285714286,2015-11-19
"2150",20,1017.2,25.9,24.8,24.4,21.6,82,73,"Trace",1.1,"80","30.6",307,6.65714285714286,2015-11-20
"2151",21,1017,26,24.8,23.9,21.1,80,83,"0.0",0.4,"70","40.4",308,5.9,2015-11-21
"2152",22,1017.1,27.6,25.4,24,21.3,78,65,"Trace",8.3,"80","29.2",308,5.9,2015-11-22
"2153",23,1016.7,28.4,25.4,23.7,21.2,78,47,"0.0",7.7,"90","19.6",308,5.9,2015-11-23
"2154",24,1016.7,26.6,24.5,23.3,19.8,76,35,"Trace",9.8,"70","31.2",308,5.9,2015-11-24
"2155",25,1017.7,25.3,22.6,18.2,16.8,70,44,"0.0",6.9,"20","28.6",308,5.9,2015-11-25
"2156",26,1020.6,21.2,18.2,15.8,7.8,52,46,"0.0",3.5,"20","34.3",308,5.9,2015-11-26
"2157",27,1022.4,20.4,18.4,15.3,9.7,57,44,"0.0",8.6,"60","39.3",308,5.9,2015-11-27
"2158",28,1022.5,22.9,20.8,19.2,15,70,49,"0.0",8.6,"70","34",309,6.08571428571429,2015-11-28
"2159",29,1021.2,24.1,22.1,20.3,17.4,75,40,"0.0",8.8,"60","16",309,6.08571428571429,2015-11-29
"2160",30,1018.9,25.2,22.4,20.4,17.7,75,56,"Trace",6,"100","15.7",309,6.08571428571429,2015-11-30
"2161",1,1017.6,25.1,22.9,22,19,79,85,"0.0",2,"70","25",309,6.08571428571429,2015-12-01
"2162",2,1017.1,25,23.3,22.2,19.6,80,69,"Trace",6.3,"70","15.9",309,6.08571428571429,2015-12-02
"2163",3,1019.4,22.3,20.8,19.6,16.5,77,93,"Trace",0,"20","27.9",309,6.08571428571429,2015-12-03
"2164",4,1021.1,21,19.5,18.4,14.9,75,88,"Trace",0.6,"50","37.9",309,6.08571428571429,2015-12-04
"2165",5,1018.4,20.3,18.4,15.7,15.8,85,91,"15.7",0.1,"70","41.3",310,6.77142857142857,2015-12-05
"2166",6,1021.3,18.1,16.6,15.4,12.2,76,91,"1.0",0.1,"10","28.4",310,6.77142857142857,2015-12-06
"2167",7,1023.1,19.3,17.3,15.4,12.1,72,86,"0.0",0.9,"10","21.8",310,6.77142857142857,2015-12-07
"2168",8,1022.2,19,18,17,14.1,78,90,"0.7",0,"30","28.5",310,6.77142857142857,2015-12-08
"2169",9,1016.8,18.9,17.7,16.9,16.8,95,95,"44.6",0,"60","35.1",310,6.77142857142857,2015-12-09
"2170",10,1015.5,20.9,19.3,17.6,16.8,86,80,"Trace",5.1,"20","10.2",310,6.77142857142857,2015-12-10
"2171",11,1016.4,23,19.9,17.9,15.5,76,72,"0.0",6.3,"60","20.7",310,6.77142857142857,2015-12-11
"2172",12,1016.2,20.7,20,19.4,17.1,83,88,"0.0",0.2,"70","39.5",311,6.54285714285714,2015-12-12
"2173",13,1016.4,21,20.4,19.7,17.8,85,83,"Trace",0,"70","30.3",311,6.54285714285714,2015-12-13
"2174",14,1016.6,21.3,20.4,19.1,17.3,82,84,"Trace",0.4,"50","20.3",311,6.54285714285714,2015-12-14
"2175",15,1019,20.4,18.4,16,12.6,69,70,"Trace",2.2,"10","26.8",311,6.54285714285714,2015-12-15
"2176",16,1022.5,17.2,15.2,13.4,4.3,49,11,"0.0",9.3,"10","48",311,6.54285714285714,2015-12-16
"2177",17,1025.9,15.2,13.2,11.5,-0.4,39,25,"0.0",9.1,"20","35.6",311,6.54285714285714,2015-12-17
"2178",18,1026.4,16.5,13.9,11.3,3.1,48,11,"0.0",9.5,"40","25.2",311,6.54285714285714,2015-12-18
"2179",19,1025.4,18.2,16.2,13.8,8.7,62,71,"0.0",2.1,"30","29",312,6.48571428571429,2015-12-19
"2180",20,1022.5,18.6,17.6,17,12.9,75,88,"0.7",0,"40","19",312,6.48571428571429,2015-12-20
"2181",21,1021.3,21.1,19.4,17.1,16.2,82,87,"Trace",1.6,"50","22.5",312,6.48571428571429,2015-12-21
"2182",22,1020.3,20.6,19.9,18.7,17.6,87,88,"0.6",0.3,"60","27.3",312,6.48571428571429,2015-12-22
"2183",23,1017.8,22.3,21.1,19.8,19.6,91,79,"Trace",0,"40","15",312,6.48571428571429,2015-12-23
"2184",24,1016.8,24.7,22.3,21.1,20.7,91,70,"Trace",6,"40","9.4",312,6.48571428571429,2015-12-24
"2185",25,1020.4,21.4,18.2,16.1,13.5,75,89,"0.2",0.7,"10","27.6",312,6.48571428571429,2015-12-25
"2186",26,1020.6,19.7,17.9,16.9,13.3,74,87,"0.0",0.6,"30","21.6",313,5.7,2015-12-26
"2187",27,1022.7,18.8,17.7,16.9,15,84,90,"0.4",0,"30","18.4",313,5.7,2015-12-27
"2188",28,1026.6,18.6,17.3,16.3,12.8,75,85,"Trace",1,"20","25.9",313,5.7,2015-12-28
